ORF_ID,KO_ID,KO_Function,KO_Score,Secondary_KO_ID,Secondary_KO_Score
k127_8467245_15,,,18,K18142,5
k127_6702444_2,K25182,ybhF; drug efflux transport system ATP-binding protein,347,K13926,73
k127_8572614_2,K03106,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",241,,
k127_159108_3,K04763,xerD; integrase/recombinase XerD,17,,
k127_10856274_1,,,,,
k127_7531843_4,K01752,"E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]",275,,
k127_991147_4,,,132,K03758,15
k127_1925298_1,,,18,K01255,10
k127_6287629_1,K02469,gyrA; DNA gyrase subunit A [EC:5.6.2.2],432,,
k127_6910033_1,,,365,K07317,6
k127_991164_1,,,17,K12373,3
k127_7531868_2,K07497,K07497; putative transposase,92,,
k127_7531868_3,,,15,K13979,2
k127_9817497_1,K03555,mutS; DNA mismatch repair protein MutS,625,,
k127_575228_1,,,122,,
k127_9089255_1,,,14,K01995,5
k127_11062768_1,,,11,K01873,4
k127_4936784_2,,,11,K01179,10
k127_4936784_3,,,119,K15921,30
k127_4936784_5,,,317,K21573,132
k127_9817507_2,,,245,K07736,4
k127_9817507_3,K01787,RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8],49,,
k127_6079338_3,,,15,K00957,14
k127_9193952_1,K00766,trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18],231,,
k127_3277168_1,K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",363,,
k127_6494813_2,,,8,K08984,2
k127_6079360_1,K07012,cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4],248,,
k127_5247470_4,,,21,K15583,2
k127_5247470_5,K01256,pepN; aminopeptidase N [EC:3.4.11.2],36,,
k127_5247470_9,,,424,,
k127_4313549_3,,,13,K01870,2
k127_4313549_4,K09797,K09797; uncharacterized protein,12,,
k127_7531954_1,,,118,,
k127_2549597_1,,,16,K03932,8
k127_3691940_2,,,18,K01897,2
k127_6596998_1,,,,,
k127_6596998_4,K01295,cpg; glutamate carboxypeptidase [EC:3.4.17.11],211,,
k127_6596998_5,,,11,K03319,5
k127_6596998_6,K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],447,,
k127_8363741_1,,,119,K07795,12
k127_3484139_1,K01176,"AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]",16,K01999,5
k127_4002953_2,,,10,K03431,10
k127_6079456_2,K07497,K07497; putative transposase,109,,
k127_2756136_2,,,32,K21449,3
k127_3072468_5,K03979,"obgE, cgtA, MTG2; GTPase [EC:3.6.5.-]",429,,
k127_9610708_1,K21573,susC; TonB-dependent starch-binding outer membrane protein SusC,395,,
k127_575381_4,,,13,K00012,2
k127_3277304_2,K12132,"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]",72,K08884,12
k127_6910166_2,,,12,K08351,3
k127_10129096_2,K01887,"RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]",443,,
k127_6287776_2,,,15,K01734,6
k127_3796143_6,K07085,K07085; putative transport protein,404,,
k127_3796143_8,,,15,K01364,5
k127_3796143_9,,,13,K11688,3
k127_3796143_10,,,26,K15521,3
k127_5871017_1,,,9,K07484,3
k127_7637393_2,K00991,ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],46,K21030,8
k127_1716928_1,K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",832,,
k127_6079501_1,K07012,cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4],249,,
k127_6287809_2,,,79,,
k127_2756187_1,K13038,"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]",209,,
k127_3899963_1,K01659,prpC; 2-methylcitrate synthase [EC:2.3.3.5],315,,
k127_4522366_4,,,12,K01736,3
k127_1509731_6,,,214,,
k127_1716942_6,K00370,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",805,,
k127_5247604_1,,,14,K00372,2
k127_4313669_1,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",316,,
k127_471073_1,,,11,K00425,7
k127_9299225_1,,,15,K00847,3
k127_8572836_2,K01581,"E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]",16,,
k127_10856505_2,,,14,K07279,3
k127_9089531_2,,,25,K15923,6
k127_9089531_3,,,14,K02988,3
k127_9089531_5,,,10,K02302,7
k127_10025223_4,,,15,K19237,9
k127_6391141_1,,,12,K06894,2
k127_5664016_1,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],16,,
k127_3173341_1,,,37,K06870,1
k127_7117187_1,,,12,K09760,5
k127_10752237_1,,,93,,
k127_8056971_1,,,10,K18224,3
k127_2131350_2,,,51,K03646,3
k127_3692113_1,,,117,,
k127_7428833_2,,,16,K19557,3
k127_11371606_3,K02238,comEC; competence protein ComEC,32,,
k127_10234233_1,,,43,K06894,3
k127_575491_1,,,114,K02035,3
k127_7637518_1,,,7,K00615,7
k127_1095460_1,,,10,K25154,2
k127_991447_2,,,112,,
k127_1925645_1,,,20,K01255,2
k127_1925645_2,,,16,K01364,4
k127_5976552_1,,,11,K00554,4
k127_8467514_1,,,83,K10909,5
k127_1301160_1,K01278,"DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]",313,K18574,28
k127_887139_1,,,13,K00763,1
k127_7637577_2,,,13,K03832,3
k127_2549802_16,,,27,K01256,16
k127_8779616_4,,,59,,
k127_10752301_1,,,258,,
k127_10648511_1,,,17,K01581,9
k127_2236305_3,,,10,K03592,8
k127_5976583_2,,,15,K14162,2
k127_782202_2,,,13,K07133,9
k127_8884196_4,,,36,K20534,12
k127_8884196_5,K19689,"ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]",333,,
k127_10441320_1,,,8,K06901,3
k127_7324316_6,K03695,clpB; ATP-dependent Clp protease ATP-binding subunit ClpB,227,K03696,25
k127_8260508_2,,,12,K06925,3
k127_2131445_3,K03590,ftsA; cell division protein FtsA,12,K03569,7
k127_10960616_3,,,26,K00240,5
k127_264843_5,K00691,mapA; maltose phosphorylase [EC:2.4.1.8],382,,
k127_7014251_2,,,43,K26921,1
k127_10960632_1,,,23,K00077,3
k127_264854_1,,,12,K15461,4
k127_575597_1,,,32,K19230,2
k127_8057091_1,,,11,K02314,10
k127_10336488_1,,,19,K01053,3
k127_9194299_1,K01960,pycB; pyruvate carboxylase subunit B [EC:6.4.1.1],268,K01571,36
k127_782236_1,,,148,,
k127_7637642_2,,,11,K04033,5
k127_4937190_1,,,9,K01448,5
k127_8884270_1,K16435,"evaA, eryBVI, tylCVI, tylX3, staJ; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase [EC:4.2.1.159]",64,,
k127_8884270_2,,,129,K13684,11
k127_8884270_5,,,10,K07351,2
k127_8573036_2,K12282,mshL; MSHA biogenesis protein MshL,27,,
k127_4313888_1,,,15,K09955,2
k127_4212227_2,,,36,K03798,23
k127_1407260_5,K06131,clsA_B; cardiolipin synthase A/B [EC:2.7.8.-],287,,
k127_4003278_1,K03723,mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],755,,
k127_7324397_1,,,,,
k127_6079773_2,,,315,K00384,7
k127_5454875_2,,,11,K00600,5
k127_10234444_1,K01945,purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13],209,,
k127_7637701_2,,,13,K07393,2
k127_5353322_4,K11752,ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],340,,
k127_1198687_1,,,105,K21573,45
k127_8260620_2,,,18,K07165,4
k127_2860482_1,,,22,K17321,2
k127_7637736_1,,,8,K10544,6
k127_3588978_2,K03555,mutS; DNA mismatch repair protein MutS,185,,
k127_4313969_4,K01886,"QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]",612,,
k127_3277687_2,,,12,K02034,2
k127_8467718_1,,,13,K07345,3
k127_6910518_2,,,26,K02004,3
k127_6910518_3,,,13,K08301,7
k127_6910518_4,K01881,"PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]",562,,
k127_6910518_5,K04567,"KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]",548,,
k127_4313977_2,K03723,mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],817,,
k127_5247919_23,K03581,recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5],398,,
k127_265008_1,,,10,K23188,3
k127_4937295_1,,,136,,
k127_11371836_4,K00053,ilvC; ketol-acid reductoisomerase [EC:1.1.1.86],226,,
k127_5976788_1,,,227,,
k127_5560587_2,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",263,,
k127_2860551_5,,,723,,
k127_10960756_1,,,26,K07486,7
k127_2446637_4,K03453,"TC.BASS; bile acid:Na+ symporter, BASS family",267,,
k127_4626529_2,K01815,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17],257,,
k127_10441508_2,K03687,GRPE; molecular chaperone GrpE,118,,
k127_10856856_16,,,12,K03787,5
k127_1198763_1,,,8,K06192,6
k127_7949269_2,K03797,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",283,,
k127_5041347_3,K10773,"NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]",186,,
k127_4212336_4,,,21,K03076,5
k127_9714637_1,,,28,K06132,3
k127_3589076_1,,,35,K18197,22
k127_991732_1,,,16,K07263,16
k127_4107058_1,K18889,"mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",41,K06147,27
k127_1407418_5,,,71,,
k127_1407418_6,,,12,K06442,2
k127_6391468_2,K03733,xerC; integrase/recombinase XerC,203,,
k127_10441587_2,,,10,K02400,4
k127_4107078_12,,,23,K03338,2
k127_5455045_2,,,22,K03556,3
k127_1198820_2,K03551,ruvB; holliday junction DNA helicase RuvB [EC:5.6.2.4],437,,
k127_678156_1,K01187,malZ; alpha-glucosidase [EC:3.2.1.20],44,,
k127_8884566_1,,,268,,
k127_10960858_2,K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",37,,
k127_1925992_3,K07090,K07090; uncharacterized protein,150,,
k127_1925992_7,K07126,K07126; uncharacterized protein,65,,
k127_4107110_1,,,15,K06281,2
k127_4107110_3,,,31,K03529,4
k127_4107110_4,K01744,aspA; aspartate ammonia-lyase [EC:4.3.1.1],436,,
k127_4212441_9,,,8,K00675,2
k127_2131751_1,,,19,K01911,1
k127_2131751_2,,,11,K06962,2
k127_471557_3,,,24,K01990,2
k127_9090022_1,K01926,rex; redox-sensing transcriptional repressor,135,,
k127_9090022_12,K03588,"ftsW, spoVE, rodA; peptidoglycan glycosyltransferase [EC:2.4.99.28]",117,,
k127_3589196_3,,,12,K21698,2
k127_10441695_3,,,18,K01153,3
k127_7117683_1,,,14,K05810,3
k127_7220968_1,K23989,"lytD, lytB; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]",54,,
k127_3173870_4,K06168,miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3],211,,
k127_1198891_2,K06178,rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],139,,
k127_1510156_5,,,69,K07678,12
k127_991865_4,,,32,K03583,2
k127_1095945_1,,,140,K07487,35
k127_1926072_1,,,101,K19810,4
k127_1926072_2,,,22,K03763,7
k127_10857066_1,,,9,K00262,3
k127_991903_3,,,9,K01222,6
k127_7221026_1,K05349,bglX; beta-glucosidase [EC:3.2.1.21],308,,
k127_9714842_2,K00432,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",164,,
k127_10752772_1,K03703,uvrC; excinuclease ABC subunit C,272,,
k127_8573427_1,,,10,K01878,7
k127_3692556_4,,,20,K05366,2
k127_10234777_1,,,12,K18905,1
k127_8677042_7,K01740,metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],499,,
k127_8677042_9,K01817,trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24],118,,
k127_7429393_4,K00789,"metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]",354,,
k127_4212564_2,,,387,,
k127_4833984_2,,,14,K03977,3
k127_7014688_2,,,11,K03070,4
k127_5144378_2,,,17,K24082,3
k127_5144378_3,,,9,K02357,3
k127_3900568_1,,,119,,
k127_7949518_1,,,21,K01198,3
k127_4419233_1,K03702,uvrB; excinuclease ABC subunit B,451,,
k127_8987934_2,,,24,K07648,4
k127_5977096_1,,,26,K07636,11
k127_2550277_12,K01595,ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],1689,,
k127_4314326_1,,,41,K03733,27
k127_1821392_2,K07497,K07497; putative transposase,128,,
k127_1821392_3,,,10,K07483,6
k127_10234849_3,,,12,K03632,4
k127_2860877_1,,,19,K01176,3
k127_10234871_2,K00558,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",71,,
k127_5664608_1,,,10,K02274,4
k127_5041586_3,,,24,K00957,8
k127_1926211_2,,,22,K04042,10
k127_2550311_1,K02429,"fucP; MFS transporter, FHS family, L-fucose permease",225,,
k127_5560961_8,K02488,"pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]",118,,
k127_5871754_1,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2],413,,
k127_4523084_1,,,15,K00036,3
k127_10857275_1,,,20,K07001,2
k127_1096111_1,K01156,res; type III restriction enzyme [EC:3.1.21.5],255,,
k127_1096111_3,,,22,K02065,3
k127_1096111_7,,,,,
k127_1096111_12,K02316,dnaG; DNA primase [EC:2.7.7.101],60,,
k127_5455340_1,,,36,K08484,3
k127_10336989_1,,,15,K01023,3
k127_678462_1,K09861,K09861; uncharacterized protein,169,,
k127_6391800_2,K05349,bglX; beta-glucosidase [EC:3.2.1.21],382,,
k127_2757013_1,,,18,K00632,2
k127_3278148_1,,,14,K01610,4
k127_2860981_2,K13292,"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]",146,,
k127_1407813_3,,,13,K00390,4
k127_5871808_1,,,15,K01733,2
k127_9194906_2,,,11,K03628,2
k127_10026084_1,K03281,"clcA, clcB, CLC-E, CLC-F; chloride channel protein, CIC family",269,,
k127_10235009_3,K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],266,,
k127_9507082_2,,,7,K02011,5
k127_6183445_2,,,13,K03825,3
k127_2236924_4,,,35,K02283,9
k127_5144544_1,,,28,K01679,1
k127_5144544_3,,,23,K02456,5
k127_10129957_1,,,13,K05527,5
k127_8780451_1,K12573,"rnr, vacB; ribonuclease R [EC:3.1.13.1]",314,,
k127_3589575_2,,,597,K21573,121
k127_9922783_1,,,20,K06997,7
k127_992198_5,,,18,K19005,8
k127_9818477_1,,,19,K15634,6
k127_7638315_1,,,12,K01873,1
k127_7429664_1,K00012,"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]",428,,
k127_7740819_1,K01745,"hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]",291,,
k127_3589590_1,K02283,"cpaF, tadA; pilus assembly protein CpaF [EC:7.4.2.8]",43,K03196,9
k127_2964897_1,,,58,,
k127_2757132_1,K00876,"udk, UCK; uridine kinase [EC:2.7.1.48]",338,K01868,8
k127_4834234_1,,,31,K02406,3
k127_6807573_1,,,17,K00275,2
k127_9611718_4,,,24,K01093,3
k127_5041775_1,,,13,K01817,2
k127_7014948_1,,,136,,
k127_6183553_1,,,18,K25767,2
k127_8677378_2,,,9,K11732,5
k127_10649397_3,,,16,K03153,1
k127_992254_2,,,13,K03545,8
k127_4107503_1,,,173,,
k127_1407930_2,K05349,bglX; beta-glucosidase [EC:3.2.1.21],674,,
k127_1717783_1,,,16,K07012,2
k127_5041796_4,K02878,"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16",186,,
k127_5353963_2,,,5,K21636,4
k127_887823_2,,,6,K06926,4
k127_10649436_1,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",119,K18141,14
k127_10649436_2,K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",145,K18142,34
k127_2447151_1,,,29,K06400,8
k127_3797139_1,,,27,K15125,5
k127_1615094_3,K00560,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]",443,,
k127_1615094_4,K08484,"ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]",563,,
k127_1615094_5,K08311,nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-],213,,
k127_1615094_6,K03573,mutH; DNA mismatch repair protein MutH,228,,
k127_1615094_8,K02884,"RP-L19, MRPL19, rplS; large subunit ribosomal protein L19",68,,
k127_5248490_2,,,13,K01887,5
k127_7845044_2,,,347,K12950,62
k127_7845044_5,,,,,
k127_2550585_1,,,33,K09800,3
k127_11372399_7,K03631,recN; DNA repair protein RecN (Recombination protein N),347,,
k127_11270177_1,K11751,ushA; 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45],26,K01081,11
k127_6598125_1,,,25,K07004,3
k127_6911162_1,,,10,K06959,7
k127_6911162_2,,,13,K00655,3
k127_4212942_1,K01187,malZ; alpha-glucosidase [EC:3.2.1.20],51,K21574,46
k127_2029391_1,,,12,K00252,5
k127_8158810_1,,,10,K02520,4
k127_10442258_1,,,11,K03623,3
k127_7015078_3,,,8,K01895,4
k127_5872041_1,K02563,murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],155,,
k127_10130120_2,,,9,K00688,3
k127_3797208_1,,,21,K01686,2
k127_1199385_1,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],373,,
k127_10235228_1,,,197,K01262,13
k127_576357_1,,,28,K03546,3
k127_7221386_2,,,14,K00121,3
k127_7221386_3,,,9,K19229,4
k127_7221386_4,,,21,K00390,15
k127_11270235_2,,,243,K26693,4
k127_5561293_1,K04763,xerD; integrase/recombinase XerD,20,,
k127_7429869_1,K02337,dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],608,,
k127_11372458_2,,,16,K15553,2
k127_5872082_2,,,23,K03732,2
k127_6183707_2,K11004,"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",191,K06147,59
k127_4523374_1,K03639,"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]",17,,
k127_4523374_2,,,22,K06871,6
k127_7015132_1,K02337,dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],224,,
k127_9923076_3,,,,,
k127_1302059_13,,,518,K06919,14
k127_3797263_3,,,136,,
k127_9090673_7,,,25,K09141,17
k127_8988353_2,,,82,K12516,11
k127_1199470_1,,,,,
k127_8988359_1,,,59,K00147,2
k127_8988359_2,K03320,"amt, AMT, MEP; ammonium transporter, Amt family",429,,
k127_8988359_3,,,67,K14597,2
k127_8988359_4,K03592,pmbA; PmbA protein,376,,
k127_8988359_5,,,9,K26645,2
k127_5144791_1,,,14,K01187,2
k127_4004085_1,,,359,K21573,137
k127_4004085_2,K21572,"susD; starch-binding outer membrane protein, SusD/RagB family",13,,
k127_4004085_3,K07320,prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298],12,,
k127_10961524_5,,,13,K02004,2
k127_2029501_1,K03701,uvrA; excinuclease ABC subunit A,766,,
k127_5144796_2,,,8,K09698,2
k127_4314863_2,,,12,K05837,2
k127_10130188_3,,,10,K01684,2
k127_10130188_4,,,27,K21397,7
k127_4419668_1,,,,,
k127_1199492_1,,,18,K03286,3
k127_8780783_6,,,,,
k127_9611958_2,K07091,lptF; lipopolysaccharide export system permease protein,33,,
k127_10961541_1,,,220,,
k127_4627261_4,,,12,K06178,3
k127_2447303_3,,,12,K03072,5
k127_2342023_1,K06207,"typA, bipA; GTP-binding protein",674,,
k127_3797303_1,,,115,,
k127_1408153_2,K03070,secA; preprotein translocase subunit SecA [EC:7.4.2.8],87,,
k127_9715321_2,,,10,K07043,2
k127_9715321_3,,,17,K07497,7
k127_8677596_2,K01867,"WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]",244,,
k127_8677596_5,K03531,ftsZ; cell division protein FtsZ,242,,
k127_8677596_6,K03590,ftsA; cell division protein FtsA,257,,
k127_8677596_8,K01924,murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],252,,
k127_8677596_9,K02563,murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],282,,
k127_8677596_10,K03588,"ftsW, spoVE, rodA; peptidoglycan glycosyltransferase [EC:2.4.99.28]",178,,
k127_8677596_12,K01000,mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],332,,
k127_8677596_13,K01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",381,,
k127_8677596_14,K03587,ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4],167,K08384,16
k127_368948_2,,,7,K09692,3
k127_8261585_1,,,16,K12340,8
k127_576474_1,K04759,feoB; ferrous iron transport protein B,354,,
k127_7015230_1,K05776,modF; molybdate transport system ATP-binding protein,451,,
k127_8677631_2,,,,,
k127_7118294_5,K02529,"galR; LacI family transcriptional regulator, galactose operon repressor",47,,
k127_992454_1,K02004,ABC.CD.P; putative ABC transport system permease protein,10,,
k127_2029568_1,,,22,K18691,2
k127_1926713_2,K05515,mrdA; penicillin-binding protein 2 [EC:3.4.16.4],370,,
k127_8780880_1,,,13,K02335,8
k127_8058154_2,,,16,K01269,3
k127_2652081_2,,,17,K16089,3
k127_1302190_2,,,26,K00285,1
k127_11064265_1,,,18,K21739,2
k127_6392286_1,K12308,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]",102,,
k127_3278505_1,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",191,,
k127_10442495_1,,,26,K03655,1
k127_3901200_2,,,84,,
k127_11064317_1,K05540,dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-],60,,
k127_5042072_2,K00817,hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],254,,
k127_10337461_4,,,189,K25634,3
k127_3073783_1,K18707,mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5],293,,
k127_7325349_1,K27377,K27377; Schitoviridae DNA primase,210,,
k127_2237346_1,,,64,K02488,8
k127_3797446_1,,,19,K00529,2
k127_9818916_1,,,,,
k127_10961742_2,,,209,,
k127_5354241_1,K03111,ssb; single-strand DNA-binding protein,109,,
k127_4213248_2,,,12,K01448,9
k127_992573_3,K02343,dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7],179,,
k127_11270525_3,K19171,dndD; DNA sulfur modification protein DndD,189,K03546,5
k127_472461_2,K02391,flgF; flagellar basal-body rod protein FlgF,241,,
k127_10961759_3,K11928,putP; sodium/proline symporter,368,,
k127_5354271_1,,,12,K05811,2
k127_8159165_3,,,12,K05807,3
k127_4523670_1,,,59,,
k127_10649847_1,,,18,K14623,2
k127_3174758_1,,,13,K02032,4
k127_2652216_3,,,25,K05685,3
k127_1510937_3,K01960,pycB; pyruvate carboxylase subunit B [EC:6.4.1.1],23,K01571,9
k127_679036_3,,,20,K03579,10
k127_472521_2,K08316,rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171],159,,
k127_1718187_1,,,14,K07738,4
k127_7430167_1,K01537,ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10],360,,
k127_7430167_2,,,194,,
k127_6496348_1,,,9,K02033,2
k127_6183929_20,,,7,K03632,3
k127_7118485_13,,,24,K18288,2
k127_9923428_1,K05349,bglX; beta-glucosidase [EC:3.2.1.21],614,,
k127_5768897_1,K21498,higA-1; antitoxin HigA-1,14,,
k127_5768897_5,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",398,,
k127_5768897_6,K06078,lpp; murein lipoprotein,79,K26977,2
k127_576656_4,K15726,"czcA, cusA, cnrA; heavy metal efflux system protein",696,,
k127_5872428_2,K00282,gcvPA; glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2],243,,
k127_1822107_3,K02834,rbfA; ribosome-binding factor A,76,,
k127_369209_1,K06180,rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],307,,
k127_4004413_1,,,45,K07465,10
k127_9612169_1,,,9,K02313,3
k127_7638912_7,K11717,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],373,,
